,order_id,order_date,delivery_date,customer_name,gender,age,city,state,product_id,price_per_unit,quantity,total_price,product_type,product_name,size,colour,stock,delivery_duration
570,122,2021-04-13,2021-05-04,Gorden Seago,Genderfluid,80,Port Aaronton,Queensland,712,119,2,238,Jacket,Trench Coat,M,yellow,54,21
571,123,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31,Boyerland,New South Wales,616,112,1,112,Jacket,Cardigan,S,blue,53,18
572,123,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31,Boyerland,New South Wales,724,119,2,238,Jacket,Trench Coat,XL,blue,69,18
573,123,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31,Boyerland,New South Wales,700,119,3,357,Jacket,Trench Coat,XS,red,78,18
574,123,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31,Boyerland,New South Wales,553,98,2,196,Jacket,Leather,L,indigo,79,18
575,123,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31,Boyerland,New South Wales,958,97,2,194,Trousers,Slim-Fit,L,yellow,64,18
576,123,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31,Boyerland,New South Wales,1065,93,2,186,Trousers,Joggers,XS,green,77,18
577,123,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31,Boyerland,New South Wales,108,92,2,184,Shirt,Denim,L,red,52,18
578,123,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31,Boyerland,New South Wales,75,118,1,118,Shirt,Flannel,XS,orange,42,18
579,123,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31,Boyerland,New South Wales,361,94,3,282,Shirt,Henley,S,yellow,70,18
580,124,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24,Harveyville,Australian Capital Territory,352,94,2,188,Shirt,Henley,M,red,52,9
581,124,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24,Harveyville,Australian Capital Territory,563,100,1,100,Jacket,Bomber,L,red,50,9
582,124,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24,Harveyville,Australian Capital Territory,647,93,1,93,Jacket,Coach,M,green,63,9
583,124,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24,Harveyville,Australian Capital Territory,572,100,2,200,Jacket,Bomber,M,yellow,71,9
584,124,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24,Harveyville,Australian Capital Territory,32,96,3,288,Shirt,Oxford Cloth,M,violet,65,9
585,124,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24,Harveyville,Australian Capital Territory,200,98,3,294,Shirt,Camp Collared,XS,indigo,64,9
586,124,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24,Harveyville,Australian Capital Territory,1199,105,2,210,Trousers,Pleated,XL,orange,69,9
587,124,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24,Harveyville,Australian Capital Territory,137,92,3,276,Shirt,Denim,M,violet,55,9
588,124,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24,Harveyville,Australian Capital Territory,1058,93,3,279,Trousers,Joggers,L,orange,49,9
589,124,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24,Harveyville,Australian Capital Territory,640,93,1,93,Jacket,Coach,XS,yellow,52,9
590,125,2021-10-22,2021-11-03,Jena Kelling,Female,44,Kaihaven,New South Wales,586,100,1,100,Jacket,Bomber,S,indigo,41,12
591,125,2021-10-22,2021-11-03,Jena Kelling,Female,44,Kaihaven,New South Wales,1223,105,1,105,Trousers,Pleated,L,violet,48,12
592,126,2021-01-31,2021-02-20,Meade Yglesia,Genderfluid,54,New Masonport,Northern Territory,678,113,1,113,Jacket,Parka,L,yellow,72,20
593,126,2021-01-31,2021-02-20,Meade Yglesia,Genderfluid,54,New Masonport,Northern Territory,312,105,2,210,Shirt,Cuban Collar,M,violet,67,20
594,126,2021-01-31,2021-02-20,Meade Yglesia,Genderfluid,54,New Masonport,Northern Territory,444,107,2,214,Jacket,Denim,XL,blue,80,20
595,126,2021-01-31,2021-02-20,Meade Yglesia,Genderfluid,54,New Masonport,Northern Territory,33,96,2,192,Shirt,Oxford Cloth,L,violet,73,20
596,126,2021-01-31,2021-02-20,Meade Yglesia,Genderfluid,54,New Masonport,Northern Territory,613,112,2,224,Jacket,Cardigan,L,green,63,20
597,126,2021-01-31,2021-02-20,Meade Yglesia,Genderfluid,54,New Masonport,Northern Territory,310,105,3,315,Shirt,Cuban Collar,XS,violet,49,20
598,127,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,384,94,3,282,Shirt,Henley,XL,violet,77,10
599,127,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,539,98,3,294,Jacket,Leather,XL,yellow,67,10
600,127,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,1138,102,1,102,Trousers,Cargo Pants,L,green,42,10
601,127,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,34,96,1,96,Shirt,Oxford Cloth,XL,violet,54,10
602,127,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,542,98,1,98,Jacket,Leather,M,green,45,10
603,127,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,477,118,2,236,Jacket,Puffer,M,blue,60,10
604,127,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,328,109,2,218,Shirt,Mandarin Collar,L,yellow,78,10
605,127,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52,South Evaport,Northern Territory,121,92,1,92,Shirt,Denim,S,green,49,10
606,128,2021-10-13,2021-11-09,Mart Naismith,Genderfluid,77,Huelfort,Australian Capital Territory,674,113,3,339,Jacket,Parka,XL,orange,68,27
607,128,2021-10-13,2021-11-09,Mart Naismith,Genderfluid,77,Huelfort,Australian Capital Territory,240,106,3,318,Shirt,Chambray,XS,violet,47,27
608,128,2021-10-13,2021-11-09,Mart Naismith,Genderfluid,77,Huelfort,Australian Capital Territory,1002,106,2,212,Trousers,Wool,M,blue,52,27
609,128,2021-10-13,2021-11-09,Mart Naismith,Genderfluid,77,Huelfort,Australian Capital Territory,322,109,2,218,Shirt,Mandarin Collar,M,orange,78,27
610,128,2021-10-13,2021-11-09,Mart Naismith,Genderfluid,77,Huelfort,Australian Capital Territory,814,117,3,351,Jacket,Shearling,XL,orange,60,27
611,128,2021-10-13,2021-11-09,Mart Naismith,Genderfluid,77,Huelfort,Australian Capital Territory,185,98,1,98,Shirt,Camp Collared,XS,yellow,55,27
612,128,2021-10-13,2021-11-09,Mart Naismith,Genderfluid,77,Huelfort,Australian Capital Territory,787,91,2,182,Jacket,Pullover,M,green,47,27
613,129,2021-05-24,2021-05-27,Jammal Varcoe,Polygender,66,North Liamfort,Australian Capital Territory,1026,90,2,180,Trousers,Relaxed Leg,S,yellow,43,3
614,129,2021-05-24,2021-05-27,Jammal Varcoe,Polygender,66,North Liamfort,Australian Capital Territory,570,100,1,100,Jacket,Bomber,XS,yellow,57,3
615,129,2021-05-24,2021-05-27,Jammal Varcoe,Polygender,66,North Liamfort,Australian Capital Territory,872,113,2,226,Trousers,Chinos,M,violet,54,3
616,130,2021-06-20,2021-07-15,Daren Airs,Female,75,West Thomas,Victoria,250,95,1,95,Shirt,Polo,XS,orange,75,25
617,131,2021-09-20,2021-09-24,Sigismundo Basek,Male,53,Amberland,Western Australia,215,106,3,318,Shirt,Chambray,XS,orange,76,4
618,131,2021-09-20,2021-09-24,Sigismundo Basek,Male,53,Amberland,Western Australia,535,98,1,98,Jacket,Leather,XS,yellow,73,4
619,131,2021-09-20,2021-09-24,Sigismundo Basek,Male,53,Amberland,Western Australia,865,113,2,226,Trousers,Chinos,XS,indigo,61,4
620,131,2021-09-20,2021-09-24,Sigismundo Basek,Male,53,Amberland,Western Australia,1142,102,2,204,Trousers,Cargo Pants,M,blue,64,4
621,131,2021-09-20,2021-09-24,Sigismundo Basek,Male,53,Amberland,Western Australia,517,102,1,102,Jacket,Windbreaker,M,indigo,56,4
622,132,2021-04-17,2021-05-01,Joy Mirrlees,Agender,58,West Rubyland,Queensland,420,107,1,107,Jacket,Denim,XS,red,60,14
623,132,2021-04-17,2021-05-01,Joy Mirrlees,Agender,58,West Rubyland,Queensland,207,98,2,196,Shirt,Camp Collared,M,violet,41,14
624,132,2021-04-17,2021-05-01,Joy Mirrlees,Agender,58,West Rubyland,Queensland,979,97,1,97,Trousers,Slim-Fit,XL,violet,48,14
625,132,2021-04-17,2021-05-01,Joy Mirrlees,Agender,58,West Rubyland,Queensland,1227,112,2,224,Trousers,Tracksuit Bottoms,M,red,78,14
626,132,2021-04-17,2021-05-01,Joy Mirrlees,Agender,58,West Rubyland,Queensland,658,93,3,279,Jacket,Coach,L,indigo,74,14
627,133,2021-07-07,2021-07-17,Elianore Syphas,Genderfluid,54,Lake William,Victoria,523,102,1,102,Jacket,Windbreaker,L,violet,72,10
628,133,2021-07-07,2021-07-17,Elianore Syphas,Genderfluid,54,Lake William,Victoria,942,96,2,192,Trousers,Drawstring,M,violet,73,10
629,133,2021-07-07,2021-07-17,Elianore Syphas,Genderfluid,54,Lake William,Victoria,374,94,3,282,Shirt,Henley,XL,blue,75,10
630,134,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78,Taylorburgh,South Australia,770,91,1,91,Jacket,Pullover,XS,red,54,12
631,134,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78,Taylorburgh,South Australia,516,102,2,204,Jacket,Windbreaker,S,indigo,62,12
632,134,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78,Taylorburgh,South Australia,989,106,2,212,Trousers,Wool,XL,orange,56,12
633,134,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78,Taylorburgh,South Australia,407,119,2,238,Shirt,Casual Slim Fit,M,blue,61,12
634,134,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78,Taylorburgh,South Australia,840,113,2,226,Trousers,Chinos,XS,red,69,12
635,134,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78,Taylorburgh,South Australia,185,98,2,196,Shirt,Camp Collared,XS,yellow,55,12
636,134,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78,Taylorburgh,South Australia,653,93,3,279,Jacket,Coach,L,blue,80,12
637,134,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78,Taylorburgh,South Australia,1194,105,1,105,Trousers,Pleated,XL,red,58,12
638,135,2021-05-15,2021-06-02,Lacee Denyukin,Genderfluid,45,North Nicholaston,Victoria,106,92,1,92,Shirt,Denim,S,red,57,18
639,135,2021-05-15,2021-06-02,Lacee Denyukin,Genderfluid,45,North Nicholaston,Victoria,730,119,2,238,Jacket,Trench Coat,XS,violet,64,18
640,135,2021-05-15,2021-06-02,Lacee Denyukin,Genderfluid,45,North Nicholaston,Victoria,654,93,2,186,Jacket,Coach,XL,blue,46,18
641,135,2021-05-15,2021-06-02,Lacee Denyukin,Genderfluid,45,North Nicholaston,Victoria,376,94,1,94,Shirt,Henley,S,indigo,45,18
642,136,2021-09-06,2021-09-08,Sonny Tremollet,Male,78,Port Blake,Queensland,816,117,2,234,Jacket,Shearling,S,yellow,48,2
643,136,2021-09-06,2021-09-08,Sonny Tremollet,Male,78,Port Blake,Queensland,174,91,3,273,Shirt,Linen,XL,violet,73,2
644,136,2021-09-06,2021-09-08,Sonny Tremollet,Male,78,Port Blake,Queensland,582,100,3,300,Jacket,Bomber,M,blue,44,2
645,137,2021-10-18,2021-10-20,Roobbie Persich,Female,29,Sanfordberg,Queensland,1137,102,1,102,Trousers,Cargo Pants,M,green,78,2
646,137,2021-10-18,2021-10-20,Roobbie Persich,Female,29,Sanfordberg,Queensland,175,98,1,98,Shirt,Camp Collared,XS,red,77,2
647,137,2021-10-18,2021-10-20,Roobbie Persich,Female,29,Sanfordberg,Queensland,826,117,1,117,Jacket,Shearling,S,blue,72,2
648,137,2021-10-18,2021-10-20,Roobbie Persich,Female,29,Sanfordberg,Queensland,236,106,3,318,Shirt,Chambray,S,indigo,59,2
649,138,2021-02-05,2021-02-10,Binnie Gonzales,Polygender,32,Aidenton,Northern Territory,51,104,2,208,Shirt,Dress,S,green,60,5
650,138,2021-02-05,2021-02-10,Binnie Gonzales,Polygender,32,Aidenton,Northern Territory,518,102,3,306,Jacket,Windbreaker,L,indigo,67,5
651,138,2021-02-05,2021-02-10,Binnie Gonzales,Polygender,32,Aidenton,Northern Territory,2,96,2,192,Shirt,Oxford Cloth,M,red,54,5
652,138,2021-02-05,2021-02-10,Binnie Gonzales,Polygender,32,Aidenton,Northern Territory,1065,93,1,93,Trousers,Joggers,XS,green,77,5
653,138,2021-02-05,2021-02-10,Binnie Gonzales,Polygender,32,Aidenton,Northern Territory,383,94,2,188,Shirt,Henley,L,violet,51,5
654,139,2021-06-15,2021-06-28,Calypso Ellaway,Bigender,48,Port Joshualand,Western Australia,521,102,2,204,Jacket,Windbreaker,S,violet,46,13
655,139,2021-06-15,2021-06-28,Calypso Ellaway,Bigender,48,Port Joshualand,Western Australia,428,107,1,107,Jacket,Denim,L,orange,73,13
656,139,2021-06-15,2021-06-28,Calypso Ellaway,Bigender,48,Port Joshualand,Western Australia,280,105,1,105,Shirt,Cuban Collar,XS,red,56,13
657,139,2021-06-15,2021-06-28,Calypso Ellaway,Bigender,48,Port Joshualand,Western Australia,1110,115,3,345,Trousers,Cropped,XS,indigo,55,13
658,140,2021-04-08,2021-04-13,Sonny Tremollet,Male,78,Port Blake,Queensland,701,119,3,357,Jacket,Trench Coat,S,red,54,5
659,140,2021-04-08,2021-04-13,Sonny Tremollet,Male,78,Port Blake,Queensland,955,97,1,97,Trousers,Slim-Fit,XS,yellow,59,5
660,140,2021-04-08,2021-04-13,Sonny Tremollet,Male,78,Port Blake,Queensland,575,100,1,100,Jacket,Bomber,XS,green,48,5
661,140,2021-04-08,2021-04-13,Sonny Tremollet,Male,78,Port Blake,Queensland,533,98,2,196,Jacket,Leather,L,orange,78,5
662,140,2021-04-08,2021-04-13,Sonny Tremollet,Male,78,Port Blake,Queensland,687,113,3,339,Jacket,Parka,M,blue,54,5
663,140,2021-04-08,2021-04-13,Sonny Tremollet,Male,78,Port Blake,Queensland,628,112,1,112,Jacket,Cardigan,L,violet,66,5
664,140,2021-04-08,2021-04-13,Sonny Tremollet,Male,78,Port Blake,Queensland,1130,102,3,306,Trousers,Cargo Pants,XS,yellow,68,5
665,141,2021-08-26,2021-09-13,Cad Dominichetti,Non-binary,63,Lake Madelineton,Western Australia,805,117,3,351,Jacket,Shearling,XS,red,74,18
666,141,2021-08-26,2021-09-13,Cad Dominichetti,Non-binary,63,Lake Madelineton,Western Australia,950,97,1,97,Trousers,Slim-Fit,XS,orange,69,18
667,141,2021-08-26,2021-09-13,Cad Dominichetti,Non-binary,63,Lake Madelineton,Western Australia,733,119,3,357,Jacket,Trench Coat,L,violet,76,18
668,142,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71,Lake Mollyburgh,New South Wales,8,96,3,288,Shirt,Oxford Cloth,L,orange,48,27
669,142,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71,Lake Mollyburgh,New South Wales,843,113,2,226,Trousers,Chinos,L,red,44,27
670,142,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71,Lake Mollyburgh,New South Wales,131,92,3,276,Shirt,Denim,S,indigo,69,27
671,142,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71,Lake Mollyburgh,New South Wales,575,100,3,300,Jacket,Bomber,XS,green,48,27
672,142,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71,Lake Mollyburgh,New South Wales,717,119,3,357,Jacket,Trench Coat,M,green,67,27
673,142,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71,Lake Mollyburgh,New South Wales,1237,112,3,336,Trousers,Tracksuit Bottoms,M,yellow,80,27
674,142,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71,Lake Mollyburgh,New South Wales,712,119,1,119,Jacket,Trench Coat,M,yellow,54,27
675,142,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71,Lake Mollyburgh,New South Wales,932,96,3,288,Trousers,Drawstring,M,blue,41,27
676,142,2021-06-15,2021-07-12,Cassaundra Sliman,Agender,71,Lake Mollyburgh,New South Wales,630,93,3,279,Jacket,Coach,XS,red,71,27
677,143,2021-02-08,2021-02-11,Tucky Kitchaside,Female,57,East Zacharystad,Queensland,740,109,2,218,Jacket,Peacoat,XS,orange,78,3
678,143,2021-02-08,2021-02-11,Tucky Kitchaside,Female,57,East Zacharystad,Queensland,94,118,2,236,Shirt,Flannel,XL,blue,61,3
679,143,2021-02-08,2021-02-11,Tucky Kitchaside,Female,57,East Zacharystad,Queensland,1083,93,1,93,Trousers,Joggers,L,violet,60,3
680,143,2021-02-08,2021-02-11,Tucky Kitchaside,Female,57,East Zacharystad,Queensland,387,119,1,119,Shirt,Casual Slim Fit,M,red,67,3
681,143,2021-02-08,2021-02-11,Tucky Kitchaside,Female,57,East Zacharystad,Queensland,1123,102,3,306,Trousers,Cargo Pants,L,red,61,3
682,143,2021-02-08,2021-02-11,Tucky Kitchaside,Female,57,East Zacharystad,Queensland,837,117,1,117,Jacket,Shearling,M,violet,74,3
683,144,2021-05-22,2021-05-28,Hughie Trelease,Bigender,63,Haydentown,Australian Capital Territory,698,113,1,113,Jacket,Parka,L,violet,53,6
684,144,2021-05-22,2021-05-28,Hughie Trelease,Bigender,63,Haydentown,Australian Capital Territory,295,105,3,315,Shirt,Cuban Collar,XS,green,63,6
685,144,2021-05-22,2021-05-28,Hughie Trelease,Bigender,63,Haydentown,Australian Capital Territory,461,118,2,236,Jacket,Puffer,S,orange,69,6
686,144,2021-05-22,2021-05-28,Hughie Trelease,Bigender,63,Haydentown,Australian Capital Territory,680,113,2,226,Jacket,Parka,XS,green,75,6
687,145,2021-02-02,2021-02-10,Calypso Ellaway,Bigender,48,Port Joshualand,Western Australia,1138,102,1,102,Trousers,Cargo Pants,L,green,42,8
688,145,2021-02-02,2021-02-10,Calypso Ellaway,Bigender,48,Port Joshualand,Western Australia,623,112,3,336,Jacket,Cardigan,L,indigo,40,8
689,145,2021-02-02,2021-02-10,Calypso Ellaway,Bigender,48,Port Joshualand,Western Australia,655,93,2,186,Jacket,Coach,XS,indigo,42,8
690,145,2021-02-02,2021-02-10,Calypso Ellaway,Bigender,48,Port Joshualand,Western Australia,472,118,3,354,Jacket,Puffer,M,green,72,8
691,146,2021-08-30,2021-09-26,Chancey Iacovozzo,Agender,60,West John,Tasmania,17,96,3,288,Shirt,Oxford Cloth,M,green,60,27
692,146,2021-08-30,2021-09-26,Chancey Iacovozzo,Agender,60,West John,Tasmania,610,112,3,336,Jacket,Cardigan,XS,green,40,27
693,147,2021-09-28,2021-10-16,Nathaniel McCandless,Polygender,59,West Eviebury,Western Australia,1250,112,1,112,Trousers,Tracksuit Bottoms,XS,indigo,63,18
694,148,2021-01-14,2021-01-24,Atlante Dissman,Male,37,Abbeyshire,South Australia,213,106,1,106,Shirt,Chambray,L,red,44,10
695,148,2021-01-14,2021-01-24,Atlante Dissman,Male,37,Abbeyshire,South Australia,779,91,3,273,Jacket,Pullover,XL,orange,69,10
696,148,2021-01-14,2021-01-24,Atlante Dissman,Male,37,Abbeyshire,South Australia,1214,105,3,315,Trousers,Pleated,XL,blue,55,10
697,148,2021-01-14,2021-01-24,Atlante Dissman,Male,37,Abbeyshire,South Australia,220,106,3,318,Shirt,Chambray,XS,yellow,57,10
698,149,2021-03-03,2021-03-14,Carlen Kelway,Non-binary,78,Port Haydenchester,Western Australia,423,107,1,107,Jacket,Denim,L,red,63,11
699,149,2021-03-03,2021-03-14,Carlen Kelway,Non-binary,78,Port Haydenchester,Western Australia,549,98,3,294,Jacket,Leather,XL,blue,67,11
700,149,2021-03-03,2021-03-14,Carlen Kelway,Non-binary,78,Port Haydenchester,Western Australia,931,96,1,96,Trousers,Drawstring,S,blue,48,11
701,149,2021-03-03,2021-03-14,Carlen Kelway,Non-binary,78,Port Haydenchester,Western Australia,380,94,2,188,Shirt,Henley,XS,violet,50,11
702,149,2021-03-03,2021-03-14,Carlen Kelway,Non-binary,78,Port Haydenchester,Western Australia,93,118,3,354,Shirt,Flannel,L,blue,44,11
703,150,2021-06-22,2021-06-27,Francklyn Willeman,Non-binary,45,D'amoreborough,South Australia,736,109,1,109,Jacket,Peacoat,S,red,67,5
704,150,2021-06-22,2021-06-27,Francklyn Willeman,Non-binary,45,D'amoreborough,South Australia,1110,115,3,345,Trousers,Cropped,XS,indigo,55,5
705,150,2021-06-22,2021-06-27,Francklyn Willeman,Non-binary,45,D'amoreborough,South Australia,263,95,3,285,Shirt,Polo,L,green,68,5
706,150,2021-06-22,2021-06-27,Francklyn Willeman,Non-binary,45,D'amoreborough,South Australia,234,106,2,212,Shirt,Chambray,XL,blue,43,5
707,151,2021-08-08,2021-09-01,Crawford Bolden,Polygender,41,North Kaylastad,Australian Capital Territory,772,91,1,91,Jacket,Pullover,M,red,55,24
708,151,2021-08-08,2021-09-01,Crawford Bolden,Polygender,41,North Kaylastad,Australian Capital Territory,842,113,2,226,Trousers,Chinos,M,red,54,24
709,151,2021-08-08,2021-09-01,Crawford Bolden,Polygender,41,North Kaylastad,Australian Capital Territory,287,105,3,315,Shirt,Cuban Collar,M,orange,49,24
710,151,2021-08-08,2021-09-01,Crawford Bolden,Polygender,41,North Kaylastad,Australian Capital Territory,992,106,1,106,Trousers,Wool,M,yellow,43,24
711,152,2021-03-09,2021-03-12,Dani Pinches,Polygender,43,Howehaven,Tasmania,246,95,1,95,Shirt,Polo,S,red,60,3
712,152,2021-03-09,2021-03-12,Dani Pinches,Polygender,43,Howehaven,Tasmania,731,119,1,119,Jacket,Trench Coat,S,violet,69,3
713,152,2021-03-09,2021-03-12,Dani Pinches,Polygender,43,Howehaven,Tasmania,490,102,1,102,Jacket,Windbreaker,XS,red,79,3
714,152,2021-03-09,2021-03-12,Dani Pinches,Polygender,43,Howehaven,Tasmania,897,94,1,94,Trousers,Cords,M,blue,47,3
715,152,2021-03-09,2021-03-12,Dani Pinches,Polygender,43,Howehaven,Tasmania,537,98,3,294,Jacket,Leather,M,yellow,77,3
716,152,2021-03-09,2021-03-12,Dani Pinches,Polygender,43,Howehaven,Tasmania,904,94,3,282,Trousers,Cords,XL,indigo,70,3
717,152,2021-03-09,2021-03-12,Dani Pinches,Polygender,43,Howehaven,Tasmania,1230,112,1,112,Trousers,Tracksuit Bottoms,XS,orange,57,3
718,152,2021-03-09,2021-03-12,Dani Pinches,Polygender,43,Howehaven,Tasmania,1188,99,2,198,Trousers,High-Waisted,L,violet,68,3
719,153,2021-10-21,2021-11-17,Herschel Verdey,Female,26,Jacobport,New South Wales,542,98,3,294,Jacket,Leather,M,green,45,27
720,153,2021-10-21,2021-11-17,Herschel Verdey,Female,26,Jacobport,New South Wales,698,113,1,113,Jacket,Parka,L,violet,53,27
721,153,2021-10-21,2021-11-17,Herschel Verdey,Female,26,Jacobport,New South Wales,769,109,3,327,Jacket,Peacoat,XL,violet,42,27
722,153,2021-10-21,2021-11-17,Herschel Verdey,Female,26,Jacobport,New South Wales,989,106,2,212,Trousers,Wool,XL,orange,56,27
723,153,2021-10-21,2021-11-17,Herschel Verdey,Female,26,Jacobport,New South Wales,1188,99,3,297,Trousers,High-Waisted,L,violet,68,27
724,153,2021-10-21,2021-11-17,Herschel Verdey,Female,26,Jacobport,New South Wales,1235,112,3,336,Trousers,Tracksuit Bottoms,XS,yellow,76,27
725,154,2021-10-17,2021-11-07,Marthena Matterson,Bigender,36,Goodwinmouth,South Australia,347,109,1,109,Shirt,Mandarin Collar,M,violet,76,21
726,154,2021-10-17,2021-11-07,Marthena Matterson,Bigender,36,Goodwinmouth,South Australia,1043,90,1,90,Trousers,Relaxed Leg,L,indigo,48,21
727,154,2021-10-17,2021-11-07,Marthena Matterson,Bigender,36,Goodwinmouth,South Australia,174,91,1,91,Shirt,Linen,XL,violet,73,21
728,154,2021-10-17,2021-11-07,Marthena Matterson,Bigender,36,Goodwinmouth,South Australia,630,93,2,186,Jacket,Coach,XS,red,71,21
729,154,2021-10-17,2021-11-07,Marthena Matterson,Bigender,36,Goodwinmouth,South Australia,625,112,2,224,Jacket,Cardigan,XS,violet,40,21
730,155,2021-06-30,2021-07-18,Glenn Keri,Non-binary,61,Port Ellaside,New South Wales,512,102,1,102,Jacket,Windbreaker,M,blue,70,18
731,156,2021-07-10,2021-07-29,Herschel Verdey,Female,26,Jacobport,New South Wales,1253,112,1,112,Trousers,Tracksuit Bottoms,L,indigo,50,19
732,156,2021-07-10,2021-07-29,Herschel Verdey,Female,26,Jacobport,New South Wales,1155,99,2,198,Trousers,High-Waisted,XS,red,74,19
733,156,2021-07-10,2021-07-29,Herschel Verdey,Female,26,Jacobport,New South Wales,438,107,2,214,Jacket,Denim,L,green,52,19
734,156,2021-07-10,2021-07-29,Herschel Verdey,Female,26,Jacobport,New South Wales,719,119,1,119,Jacket,Trench Coat,XL,green,53,19
735,156,2021-07-10,2021-07-29,Herschel Verdey,Female,26,Jacobport,New South Wales,470,118,3,354,Jacket,Puffer,XS,green,41,19
736,157,2021-04-07,2021-04-17,Patin Circuit,Genderqueer,62,Langfort,Tasmania,918,96,3,288,Trousers,Drawstring,L,orange,54,10
737,157,2021-04-07,2021-04-17,Patin Circuit,Genderqueer,62,Langfort,Tasmania,585,100,1,100,Jacket,Bomber,XS,indigo,59,10
738,157,2021-04-07,2021-04-17,Patin Circuit,Genderqueer,62,Langfort,Tasmania,493,102,2,204,Jacket,Windbreaker,L,red,40,10
739,157,2021-04-07,2021-04-17,Patin Circuit,Genderqueer,62,Langfort,Tasmania,442,107,1,107,Jacket,Denim,M,blue,61,10
740,158,2021-07-13,2021-08-04,Tucky Kitchaside,Female,57,East Zacharystad,Queensland,1173,99,2,198,Trousers,High-Waisted,L,green,75,22
741,158,2021-07-13,2021-08-04,Tucky Kitchaside,Female,57,East Zacharystad,Queensland,975,97,2,194,Trousers,Slim-Fit,XS,violet,70,22
742,158,2021-07-13,2021-08-04,Tucky Kitchaside,Female,57,East Zacharystad,Queensland,238,106,1,106,Shirt,Chambray,L,indigo,79,22
743,158,2021-07-13,2021-08-04,Tucky Kitchaside,Female,57,East Zacharystad,Queensland,130,92,2,184,Shirt,Denim,XS,indigo,79,22
744,158,2021-07-13,2021-08-04,Tucky Kitchaside,Female,57,East Zacharystad,Queensland,257,95,2,190,Shirt,Polo,M,yellow,52,22
745,158,2021-07-13,2021-08-04,Tucky Kitchaside,Female,57,East Zacharystad,Queensland,100,118,3,354,Shirt,Flannel,XS,violet,72,22
746,159,2021-09-05,2021-09-13,Shaylyn Musla,Bigender,71,Josephland,South Australia,118,92,2,184,Shirt,Denim,L,yellow,75,8
747,159,2021-09-05,2021-09-13,Shaylyn Musla,Bigender,71,Josephland,South Australia,172,91,2,182,Shirt,Linen,M,violet,44,8
748,159,2021-09-05,2021-09-13,Shaylyn Musla,Bigender,71,Josephland,South Australia,209,98,2,196,Shirt,Camp Collared,XL,violet,40,8
749,159,2021-09-05,2021-09-13,Shaylyn Musla,Bigender,71,Josephland,South Australia,410,119,3,357,Shirt,Casual Slim Fit,XS,indigo,57,8
750,160,2021-07-31,2021-08-06,Bucky Cragell,Non-binary,23,Gracemouth,Northern Territory,765,109,1,109,Jacket,Peacoat,XS,violet,54,6
751,160,2021-07-31,2021-08-06,Bucky Cragell,Non-binary,23,Gracemouth,Northern Territory,117,92,1,92,Shirt,Denim,M,yellow,67,6
